timestamp,hour,day_of_week,is_weekend,weather_condition,north_count,south_count,east_count,west_count,total_vehicles,emergency_vehicle,bus_count,pedestrian_count,interval_seconds,north_count_norm,south_count_norm,east_count_norm,west_count_norm
2024-01-01 08:30:00,8,0,0,Clear,92,77,63,56,288,0,0,16,5,0.968421052631579,0.9625,0.9545454545454546,0.8
2024-01-01 08:35:00,8,0,0,Clear,71,61,66,67,265,0,0,20,5,0.7473684210526316,0.7625,1.0,0.9571428571428572
2024-01-01 08:40:00,8,0,0,Clear,86,62,53,54,255,0,0,22,5,0.9052631578947369,0.775,0.803030303030303,0.7714285714285715
2024-01-01 08:45:00,8,0,0,Clear,73,78,55,70,276,0,0,28,5,0.7684210526315789,0.975,0.8333333333333334,1.0
2024-01-01 08:50:00,8,0,0,Clear,86,70,56,58,270,0,0,23,5,0.9052631578947369,0.875,0.8484848484848485,0.8285714285714286
2024-01-01 08:55:00,8,0,0,Clear,74,80,57,66,277,0,0,17,5,0.7789473684210526,1.0,0.8636363636363636,0.9428571428571428
2024-01-01 09:00:00,9,0,0,Clear,88,63,50,69,270,0,0,26,5,0.9263157894736842,0.7875,0.7575757575757576,0.9857142857142858
2024-01-01 09:05:00,9,0,0,Clear,77,71,57,57,262,0,0,24,5,0.8105263157894737,0.8875,0.8636363636363636,0.8142857142857143
2024-01-01 09:10:00,9,0,0,Clear,70,77,57,55,259,0,0,18,5,0.7368421052631579,0.9625,0.8636363636363636,0.7857142857142857
2024-01-01 09:15:00,9,0,0,Clear,74,68,57,58,257,0,2,30,5,0.7789473684210526,0.85,0.8636363636363636,0.8285714285714286
2024-01-01 09:20:00,9,0,0,Clear,71,62,61,60,254,0,0,19,5,0.7473684210526316,0.775,0.9242424242424242,0.8571428571428571
2024-01-01 09:25:00,9,0,0,Clear,75,74,65,65,279,0,1,16,5,0.7894736842105263,0.925,0.9848484848484849,0.9285714285714286
2024-01-01 09:30:00,9,0,0,Clear,88,77,52,65,282,0,0,16,5,0.9263157894736842,0.9625,0.7878787878787878,0.9285714285714286
2024-01-01 09:35:00,9,0,0,Clear,76,67,51,63,257,0,0,28,5,0.8,0.8375,0.7727272727272727,0.9
2024-01-01 09:40:00,9,0,0,Clear,77,65,53,65,260,0,0,25,5,0.8105263157894737,0.8125,0.803030303030303,0.9285714285714286
2024-01-01 09:45:00,9,0,0,Clear,95,67,56,57,275,0,0,30,5,1.0,0.8375,0.8484848484848485,0.8142857142857143
2024-01-01 09:50:00,9,0,0,Clear,76,74,59,61,270,0,0,22,5,0.8,0.925,0.8939393939393939,0.8714285714285714
2024-01-01 09:55:00,9,0,0,Clear,91,66,60,62,279,0,2,26,5,0.9578947368421052,0.825,0.9090909090909091,0.8857142857142857
2024-01-01 10:00:00,10,0,0,Clear,38,39,27,19,123,0,0,9,5,0.4,0.4875,0.4090909090909091,0.2714285714285714
2024-01-01 10:05:00,10,0,0,Clear,27,25,30,30,112,0,0,7,5,0.28421052631578947,0.3125,0.45454545454545453,0.42857142857142855
2024-01-01 10:10:00,10,0,0,Clear,44,28,25,20,117,0,1,15,5,0.4631578947368421,0.35,0.3787878787878788,0.2857142857142857
2024-01-01 10:15:00,10,0,0,Clear,28,32,27,22,109,0,0,13,5,0.29473684210526313,0.4,0.4090909090909091,0.3142857142857143
2024-01-01 10:20:00,10,0,0,Clear,36,34,26,36,132,0,0,16,5,0.37894736842105264,0.425,0.3939393939393939,0.5142857142857142
2024-01-01 10:25:00,10,0,0,Clear,45,40,26,31,142,0,2,10,5,0.47368421052631576,0.5,0.3939393939393939,0.44285714285714284
2024-01-01 10:30:00,10,0,0,Clear,51,40,27,33,151,0,0,19,5,0.5368421052631579,0.5,0.4090909090909091,0.4714285714285714
2024-01-01 10:35:00,10,0,0,Clear,47,24,26,35,132,0,0,6,5,0.49473684210526314,0.3,0.3939393939393939,0.5
2024-01-01 10:40:00,10,0,0,Clear,47,31,24,25,127,0,3,6,5,0.49473684210526314,0.3875,0.36363636363636365,0.35714285714285715
2024-01-01 10:45:00,10,0,0,Clear,39,42,35,25,141,0,0,16,5,0.4105263157894737,0.525,0.5303030303030303,0.35714285714285715
2024-01-01 10:50:00,10,0,0,Clear,30,42,17,22,111,0,3,5,5,0.3157894736842105,0.525,0.25757575757575757,0.3142857142857143
2024-01-01 10:55:00,10,0,0,Clear,33,25,31,23,112,0,0,14,5,0.3473684210526316,0.3125,0.4696969696969697,0.32857142857142857
2024-01-01 11:00:00,11,0,0,Clear,45,38,30,36,149,0,3,18,5,0.47368421052631576,0.475,0.45454545454545453,0.5142857142857142
2024-01-01 11:05:00,11,0,0,Clear,50,29,25,35,139,0,3,6,5,0.5263157894736842,0.3625,0.3787878787878788,0.5
2024-01-01 11:10:00,11,0,0,Clear,33,30,27,29,119,0,1,11,5,0.3473684210526316,0.375,0.4090909090909091,0.4142857142857143
2024-01-01 11:15:00,11,0,0,Clear,48,26,23,21,118,0,0,18,5,0.5052631578947369,0.325,0.3484848484848485,0.3
2024-01-01 11:20:00,11,0,0,Clear,27,28,30,31,116,0,0,4,5,0.28421052631578947,0.35,0.45454545454545453,0.44285714285714284
2024-01-01 11:25:00,11,0,0,Clear,38,37,17,30,122,0,0,17,5,0.4,0.4625,0.25757575757575757,0.42857142857142855
2024-01-01 11:30:00,11,0,0,Clear,49,39,24,34,146,0,0,4,5,0.5157894736842106,0.4875,0.36363636363636365,0.4857142857142857
2024-01-01 11:35:00,11,0,0,Clear,36,34,22,33,125,0,0,4,5,0.37894736842105264,0.425,0.3333333333333333,0.4714285714285714
2024-01-01 11:40:00,11,0,0,Clear,44,40,17,21,122,0,3,9,5,0.4631578947368421,0.5,0.25757575757575757,0.3
2024-01-01 11:45:00,11,0,0,Clear,36,28,31,29,124,0,0,12,5,0.37894736842105264,0.35,0.4696969696969697,0.4142857142857143
2024-01-01 11:50:00,11,0,0,Clear,34,24,32,19,109,0,2,11,5,0.35789473684210527,0.3,0.48484848484848486,0.2714285714285714
2024-01-01 11:55:00,11,0,0,Clear,50,42,18,19,129,0,0,8,5,0.5263157894736842,0.525,0.2727272727272727,0.2714285714285714
2024-01-01 12:00:00,12,0,0,Clear,54,58,37,55,204,0,0,18,5,0.5684210526315789,0.725,0.5606060606060606,0.7857142857142857
2024-01-01 12:05:00,12,0,0,Clear,55,62,37,42,196,0,0,19,5,0.5789473684210527,0.775,0.5606060606060606,0.6
2024-01-01 12:10:00,12,0,0,Clear,71,55,46,43,215,0,0,17,5,0.7473684210526316,0.6875,0.696969696969697,0.6142857142857143
2024-01-01 12:15:00,12,0,0,Clear,72,52,37,55,216,0,0,23,5,0.7578947368421053,0.65,0.5606060606060606,0.7857142857142857
2024-01-01 12:20:00,12,0,0,Clear,52,59,44,37,192,0,0,13,5,0.5473684210526316,0.7375,0.6666666666666666,0.5285714285714286
2024-01-01 12:25:00,12,0,0,Clear,61,63,48,41,213,0,0,18,5,0.6421052631578947,0.7875,0.7272727272727273,0.5857142857142857
2024-01-01 12:30:00,12,0,0,Clear,74,58,48,50,230,0,0,20,5,0.7789473684210526,0.725,0.7272727272727273,0.7142857142857143
2024-01-01 12:35:00,12,0,0,Clear,52,51,48,44,195,0,0,22,5,0.5473684210526316,0.6375,0.7272727272727273,0.6285714285714286
2024-01-01 12:40:00,12,0,0,Clear,50,58,44,42,194,0,0,18,5,0.5263157894736842,0.725,0.6666666666666666,0.6
2024-01-01 12:45:00,12,0,0,Clear,58,62,42,54,216,0,0,12,5,0.6105263157894737,0.775,0.6363636363636364,0.7714285714285715
2024-01-01 12:50:00,12,0,0,Clear,73,56,49,54,232,0,0,25,5,0.7684210526315789,0.7,0.7424242424242424,0.7714285714285715
2024-01-01 12:55:00,12,0,0,Clear,75,43,36,46,200,0,0,19,5,0.7894736842105263,0.5375,0.5454545454545454,0.6571428571428571
2024-01-01 13:00:00,13,0,0,Clear,65,60,50,48,223,0,0,20,5,0.6842105263157895,0.75,0.7575757575757576,0.6857142857142857
2024-01-01 13:05:00,13,0,0,Clear,72,57,42,46,217,0,1,20,5,0.7578947368421053,0.7125,0.6363636363636364,0.6571428571428571
2024-01-01 13:10:00,13,0,0,Clear,73,60,39,43,215,0,0,19,5,0.7684210526315789,0.75,0.5909090909090909,0.6142857142857143
2024-01-01 13:15:00,13,0,0,Clear,56,52,41,48,197,0,1,18,5,0.5894736842105263,0.65,0.6212121212121212,0.6857142857142857
2024-01-01 13:20:00,13,0,0,Storm,37,26,17,29,109,0,2,25,5,0.3894736842105263,0.325,0.25757575757575757,0.4142857142857143
2024-01-01 13:25:00,13,0,0,Storm,34,27,18,15,94,0,0,13,5,0.35789473684210527,0.3375,0.2727272727272727,0.21428571428571427
2024-01-01 13:30:00,13,0,0,Storm,32,32,15,32,111,0,1,19,5,0.3368421052631579,0.4,0.22727272727272727,0.45714285714285713
2024-01-01 13:35:00,13,0,0,Storm,27,20,30,27,104,0,0,17,5,0.28421052631578947,0.25,0.45454545454545453,0.38571428571428573
2024-01-01 13:40:00,13,0,0,Storm,32,31,27,23,113,0,0,19,5,0.3368421052631579,0.3875,0.4090909090909091,0.32857142857142857
2024-01-01 13:45:00,13,0,0,Storm,39,18,16,20,93,0,0,12,5,0.4105263157894737,0.225,0.24242424242424243,0.2857142857142857
2024-01-01 13:50:00,13,0,0,Storm,27,22,30,16,95,0,0,25,5,0.28421052631578947,0.275,0.45454545454545453,0.22857142857142856
2024-01-01 13:55:00,13,0,0,Storm,21,24,22,23,90,0,0,17,5,0.22105263157894736,0.3,0.3333333333333333,0.32857142857142857
2024-01-01 14:00:00,14,0,0,Storm,33,27,22,11,93,0,0,8,5,0.3473684210526316,0.3375,0.3333333333333333,0.15714285714285714
2024-01-01 14:05:00,14,0,0,Storm,12,9,5,10,36,0,0,13,5,0.12631578947368421,0.1125,0.07575757575757576,0.14285714285714285
2024-01-01 14:10:00,14,0,0,Storm,11,21,13,17,62,0,0,19,5,0.11578947368421053,0.2625,0.19696969696969696,0.24285714285714285
2024-01-01 14:15:00,14,0,0,Storm,10,26,5,18,59,0,0,4,5,0.10526315789473684,0.325,0.07575757575757576,0.2571428571428571
2024-01-01 14:20:00,14,0,0,Storm,15,25,22,5,67,0,0,12,5,0.15789473684210525,0.3125,0.3333333333333333,0.07142857142857142
2024-01-01 14:25:00,14,0,0,Storm,9,12,19,21,61,0,0,9,5,0.09473684210526316,0.15,0.2878787878787879,0.3
2024-01-01 14:30:00,14,0,0,Storm,28,22,6,20,76,0,0,7,5,0.29473684210526313,0.275,0.09090909090909091,0.2857142857142857
2024-01-01 14:35:00,14,0,0,Storm,18,20,19,14,71,0,0,5,5,0.18947368421052632,0.25,0.2878787878787879,0.2
2024-01-01 14:40:00,14,0,0,Storm,10,17,12,15,54,0,0,4,5,0.10526315789473684,0.2125,0.18181818181818182,0.21428571428571427
2024-01-01 14:45:00,14,0,0,Storm,22,20,5,11,58,0,0,19,5,0.23157894736842105,0.25,0.07575757575757576,0.15714285714285714
2024-01-01 14:50:00,14,0,0,Storm,32,8,10,13,63,0,0,18,5,0.3368421052631579,0.1,0.15151515151515152,0.18571428571428572
2024-01-01 14:55:00,14,0,0,Storm,11,7,11,10,39,0,3,6,5,0.11578947368421053,0.0875,0.16666666666666666,0.14285714285714285
2024-01-01 15:00:00,15,0,0,Storm,11,21,7,9,48,0,0,12,5,0.11578947368421053,0.2625,0.10606060606060606,0.12857142857142856
2024-01-01 15:05:00,15,0,0,Storm,23,22,11,19,75,0,0,8,5,0.24210526315789474,0.275,0.16666666666666666,0.2714285714285714
2024-01-01 15:10:00,15,0,0,Clear,51,35,27,35,148,0,2,19,5,0.5368421052631579,0.4375,0.4090909090909091,0.5
2024-01-01 15:15:00,15,0,0,Clear,40,39,32,30,141,0,0,16,5,0.42105263157894735,0.4875,0.48484848484848486,0.42857142857142855
2024-01-01 15:20:00,15,0,0,Clear,36,28,24,37,125,0,0,17,5,0.37894736842105264,0.35,0.36363636363636365,0.5285714285714286
2024-01-01 15:25:00,15,0,0,Clear,36,37,29,31,133,0,0,8,5,0.37894736842105264,0.4625,0.4393939393939394,0.44285714285714284
2024-01-01 15:30:00,15,0,0,Clear,27,26,33,37,123,0,3,7,5,0.28421052631578947,0.325,0.5,0.5285714285714286
2024-01-01 15:35:00,15,0,0,Clear,40,22,21,32,115,0,0,6,5,0.42105263157894735,0.275,0.3181818181818182,0.45714285714285713
2024-01-01 15:40:00,15,0,0,Clear,51,30,27,31,139,0,0,16,5,0.5368421052631579,0.375,0.4090909090909091,0.44285714285714284
2024-01-01 15:45:00,15,0,0,Clear,46,37,34,20,137,0,2,11,5,0.4842105263157895,0.4625,0.5151515151515151,0.2857142857142857
2024-01-01 15:50:00,15,0,0,Clear,39,25,20,33,117,0,0,4,5,0.4105263157894737,0.3125,0.30303030303030304,0.4714285714285714
2024-01-01 15:55:00,15,0,0,Clear,36,23,26,30,115,0,3,9,5,0.37894736842105264,0.2875,0.3939393939393939,0.42857142857142855
2024-01-01 16:00:00,16,0,0,Clear,31,24,29,26,110,0,0,11,5,0.3263157894736842,0.3,0.4393939393939394,0.37142857142857144
2024-01-01 16:05:00,16,0,0,Clear,46,30,31,27,134,0,0,18,5,0.4842105263157895,0.375,0.4696969696969697,0.38571428571428573
2024-01-01 16:10:00,16,0,0,Clear,47,39,22,21,129,0,0,13,5,0.49473684210526314,0.4875,0.3333333333333333,0.3
2024-01-01 16:15:00,16,0,0,Clear,48,30,31,28,137,0,0,19,5,0.5052631578947369,0.375,0.4696969696969697,0.4
2024-01-01 16:20:00,16,0,0,Clear,33,34,35,30,132,0,0,13,5,0.3473684210526316,0.425,0.5303030303030303,0.42857142857142855
2024-01-01 16:25:00,16,0,0,Storm,29,19,12,5,65,0,0,5,5,0.30526315789473685,0.2375,0.18181818181818182,0.07142857142857142
2024-01-01 16:30:00,16,0,0,Storm,17,14,15,12,58,0,0,8,5,0.17894736842105263,0.175,0.22727272727272727,0.17142857142857143
2024-01-01 16:35:00,16,0,0,Storm,28,27,5,14,74,0,2,8,5,0.29473684210526313,0.3375,0.07575757575757576,0.2
2024-01-01 16:40:00,16,0,0,Storm,17,17,17,10,61,0,0,15,5,0.17894736842105263,0.2125,0.25757575757575757,0.14285714285714285
2024-01-01 16:45:00,16,0,0,Storm,24,15,9,13,61,0,0,13,5,0.25263157894736843,0.1875,0.13636363636363635,0.18571428571428572
2024-01-01 16:50:00,16,0,0,Storm,33,10,18,7,68,0,0,16,5,0.3473684210526316,0.125,0.2727272727272727,0.1
2024-01-01 16:55:00,16,0,0,Storm,19,9,16,5,49,0,2,12,5,0.2,0.1125,0.24242424242424243,0.07142857142857142
2024-01-01 17:00:00,17,0,0,Storm,48,35,21,27,131,0,0,24,5,0.5052631578947369,0.4375,0.3181818181818182,0.38571428571428573
2024-01-01 17:05:00,17,0,0,Storm,48,26,32,29,135,0,0,15,5,0.5052631578947369,0.325,0.48484848484848486,0.4142857142857143
2024-01-01 17:10:00,17,0,0,Storm,43,27,21,27,118,0,3,25,5,0.45263157894736844,0.3375,0.3181818181818182,0.38571428571428573
2024-01-01 17:15:00,17,0,0,Storm,41,42,22,33,138,0,0,27,5,0.43157894736842106,0.525,0.3333333333333333,0.4714285714285714
2024-01-01 17:20:00,17,0,0,Storm,29,35,24,34,122,0,2,17,5,0.30526315789473685,0.4375,0.36363636363636365,0.4857142857142857
2024-01-01 17:25:00,17,0,0,Storm,45,44,29,21,139,0,0,28,5,0.47368421052631576,0.55,0.4393939393939394,0.3
2024-01-01 17:30:00,17,0,0,Storm,49,30,18,21,118,0,1,20,5,0.5157894736842106,0.375,0.2727272727272727,0.3
2024-01-01 17:35:00,17,0,0,Storm,52,41,24,38,155,0,0,24,5,0.5473684210526316,0.5125,0.36363636363636365,0.5428571428571428
2024-01-01 17:40:00,17,0,0,Storm,53,43,18,28,142,0,1,22,5,0.5578947368421052,0.5375,0.2727272727272727,0.4
2024-01-01 17:45:00,17,0,0,Storm,31,24,22,20,97,0,0,24,5,0.3263157894736842,0.3,0.3333333333333333,0.2857142857142857
2024-01-01 17:50:00,17,0,0,Clear,67,60,58,65,250,0,3,25,5,0.7052631578947368,0.75,0.8787878787878788,0.9285714285714286
2024-01-01 17:55:00,17,0,0,Clear,84,59,59,65,267,0,0,23,5,0.8842105263157894,0.7375,0.8939393939393939,0.9285714285714286
2024-01-01 18:00:00,18,0,0,Clear,86,56,46,64,252,0,0,17,5,0.9052631578947369,0.7,0.696969696969697,0.9142857142857143
2024-01-01 18:05:00,18,0,0,Clear,88,70,47,51,256,0,1,22,5,0.9263157894736842,0.875,0.7121212121212122,0.7285714285714285
2024-01-01 18:10:00,18,0,0,Clear,88,66,57,65,276,0,0,27,5,0.9263157894736842,0.825,0.8636363636363636,0.9285714285714286
2024-01-01 18:15:00,18,0,0,Clear,91,59,62,55,267,0,0,27,5,0.9578947368421052,0.7375,0.9393939393939394,0.7857142857142857
2024-01-01 18:20:00,18,0,0,Clear,80,68,58,52,258,0,0,22,5,0.8421052631578947,0.85,0.8787878787878788,0.7428571428571429
2024-01-01 18:25:00,18,0,0,Clear,70,71,47,51,239,0,0,25,5,0.7368421052631579,0.8875,0.7121212121212122,0.7285714285714285
2024-01-01 18:30:00,18,0,0,Clear,83,57,63,66,269,0,0,27,5,0.8736842105263158,0.7125,0.9545454545454546,0.9428571428571428
2024-01-01 18:35:00,18,0,0,Clear,87,69,46,58,260,0,0,20,5,0.9157894736842105,0.8625,0.696969696969697,0.8285714285714286
2024-01-01 18:40:00,18,0,0,Clear,87,71,52,52,262,0,0,17,5,0.9157894736842105,0.8875,0.7878787878787878,0.7428571428571429
2024-01-01 18:45:00,18,0,0,Clear,84,63,58,66,271,0,0,14,5,0.8842105263157894,0.7875,0.8787878787878788,0.9428571428571428
2024-01-01 18:50:00,18,0,0,Clear,66,61,53,58,238,0,0,19,5,0.6947368421052632,0.7625,0.803030303030303,0.8285714285714286
2024-01-01 18:55:00,18,0,0,Clear,84,68,47,53,252,0,0,16,5,0.8842105263157894,0.85,0.7121212121212122,0.7571428571428571
2024-01-01 19:00:00,19,0,0,Clear,72,68,58,63,261,0,0,24,5,0.7578947368421053,0.85,0.8787878787878788,0.9
2024-01-01 19:05:00,19,0,0,Clear,85,58,46,53,242,0,0,16,5,0.8947368421052632,0.725,0.696969696969697,0.7571428571428571
2024-01-01 19:10:00,19,0,0,Clear,80,69,60,63,272,0,0,25,5,0.8421052631578947,0.8625,0.9090909090909091,0.9
2024-01-01 19:15:00,19,0,0,Clear,69,65,63,64,261,0,0,21,5,0.7263157894736842,0.8125,0.9545454545454546,0.9142857142857143
2024-01-01 19:20:00,19,0,0,Clear,85,57,45,55,242,0,1,22,5,0.8947368421052632,0.7125,0.6818181818181818,0.7857142857142857
2024-01-01 19:25:00,19,0,0,Clear,76,59,45,64,244,0,3,21,5,0.8,0.7375,0.6818181818181818,0.9142857142857143
2024-01-01 19:30:00,19,0,0,Clear,83,67,47,61,258,0,0,28,5,0.8736842105263158,0.8375,0.7121212121212122,0.8714285714285714
2024-01-01 19:35:00,19,0,0,Rain,64,52,49,46,211,0,0,17,5,0.6736842105263158,0.65,0.7424242424242424,0.6571428571428571
2024-01-01 19:40:00,19,0,0,Rain,46,49,36,48,179,0,0,16,5,0.4842105263157895,0.6125,0.5454545454545454,0.6857142857142857
2024-01-01 19:45:00,19,0,0,Rain,49,46,44,52,191,0,2,24,5,0.5157894736842106,0.575,0.6666666666666666,0.7428571428571429
2024-01-01 19:50:00,19,0,0,Rain,56,44,33,50,183,0,0,20,5,0.5894736842105263,0.55,0.5,0.7142857142857143
2024-01-01 19:55:00,19,0,0,Rain,57,59,35,41,192,0,0,19,5,0.6,0.7375,0.5303030303030303,0.5857142857142857
2024-01-01 20:00:00,20,0,0,Rain,44,37,15,19,115,0,0,19,5,0.4631578947368421,0.4625,0.22727272727272727,0.2714285714285714
2024-01-01 20:05:00,20,0,0,Rain,44,35,27,32,138,0,0,15,5,0.4631578947368421,0.4375,0.4090909090909091,0.45714285714285713
2024-01-01 20:10:00,20,0,0,Rain,24,31,15,29,99,0,0,13,5,0.25263157894736843,0.3875,0.22727272727272727,0.4142857142857143
2024-01-01 20:15:00,20,0,0,Rain,31,33,15,23,102,0,2,14,5,0.3263157894736842,0.4125,0.22727272727272727,0.32857142857142857
2024-01-01 20:20:00,20,0,0,Rain,40,19,29,26,114,0,0,6,5,0.42105263157894735,0.2375,0.4393939393939394,0.37142857142857144
2024-01-01 20:25:00,20,0,0,Rain,45,35,19,24,123,0,0,6,5,0.47368421052631576,0.4375,0.2878787878787879,0.34285714285714286
2024-01-01 20:30:00,20,0,0,Rain,23,27,15,30,95,0,3,19,5,0.24210526315789474,0.3375,0.22727272727272727,0.42857142857142855
2024-01-01 20:35:00,20,0,0,Rain,36,36,18,25,115,0,0,18,5,0.37894736842105264,0.45,0.2727272727272727,0.35714285714285715
2024-01-01 20:40:00,20,0,0,Rain,41,36,14,24,115,0,3,14,5,0.43157894736842106,0.45,0.21212121212121213,0.34285714285714286
2024-01-01 20:45:00,20,0,0,Rain,43,36,17,24,120,0,0,16,5,0.45263157894736844,0.45,0.25757575757575757,0.34285714285714286
2024-01-01 20:50:00,20,0,0,Rain,40,29,17,16,102,0,0,15,5,0.42105263157894735,0.3625,0.25757575757575757,0.22857142857142856
2024-01-01 20:55:00,20,0,0,Rain,41,33,15,27,116,0,2,10,5,0.43157894736842106,0.4125,0.22727272727272727,0.38571428571428573
2024-01-01 21:00:00,21,0,0,Rain,30,32,19,21,102,0,2,8,5,0.3157894736842105,0.4,0.2878787878787879,0.3
2024-01-01 21:05:00,21,0,0,Rain,44,34,29,15,122,0,0,9,5,0.4631578947368421,0.425,0.4393939393939394,0.21428571428571427
2024-01-01 21:10:00,21,0,0,Rain,24,22,18,19,83,0,2,12,5,0.25263157894736843,0.275,0.2727272727272727,0.2714285714285714
2024-01-01 21:15:00,21,0,0,Rain,39,26,27,21,113,0,0,20,5,0.4105263157894737,0.325,0.4090909090909091,0.3
2024-01-01 21:20:00,21,0,0,Rain,31,35,27,28,121,0,0,18,5,0.3263157894736842,0.4375,0.4090909090909091,0.4
2024-01-01 21:25:00,21,0,0,Rain,26,36,17,22,101,0,0,16,5,0.2736842105263158,0.45,0.25757575757575757,0.3142857142857143
2024-01-01 21:30:00,21,0,0,Rain,23,33,16,23,95,0,3,9,5,0.24210526315789474,0.4125,0.24242424242424243,0.32857142857142857
2024-01-01 21:35:00,21,0,0,Rain,22,24,27,25,98,0,0,17,5,0.23157894736842105,0.3,0.4090909090909091,0.35714285714285715
2024-01-01 21:40:00,21,0,0,Rain,31,24,25,16,96,0,0,15,5,0.3263157894736842,0.3,0.3787878787878788,0.22857142857142856
2024-01-01 21:45:00,21,0,0,Clear,39,41,24,37,141,0,0,5,5,0.4105263157894737,0.5125,0.36363636363636365,0.5285714285714286
2024-01-01 21:50:00,21,0,0,Clear,36,30,37,38,141,0,0,12,5,0.37894736842105264,0.375,0.5606060606060606,0.5428571428571428
2024-01-01 21:55:00,21,0,0,Clear,33,27,27,35,122,0,0,7,5,0.3473684210526316,0.3375,0.4090909090909091,0.5
2024-01-01 22:00:00,22,0,0,Clear,45,45,37,22,149,0,0,9,5,0.47368421052631576,0.5625,0.5606060606060606,0.3142857142857143
